tecdoc_ktypnr;tecdoc_constr;tecdoc_constrcode;tecdoc_model1;tecdoc_modelcode;tecdoc_cyl;tecdoc_litr;tecdoc_ccmtech;tecdoc_moisdseb;tecdoc_anneedeb;tecdoc_moisfin;tecdoc_anneefin;tecdoc_andeb;tecdoc_anfin;tecdoc_kw;tecdoc_cv;tecdoc_carross;tecdoc_propulsion;tecdoc_energie;tecdoc_codemoteur;tecdoc_nbcyl;tecdoc_nbsoup
486;MERCEDES-BENZ;74;KOMBI Break;24;230 TE Cat;2.3;2276;06;1989;08;1992;06/1989;08/1992;97;132;Break;Propulsion;Essence;M 102.982;4;2
487;MERCEDES-BENZ;74;KOMBI Break;24;230 TE;2.3;2276;09;1985;08;1992;09/1985;08/1992;100;136;Break;Propulsion;Essence;M 102.982;4;2
488;MERCEDES-BENZ;74;KOMBI Break;24;300 TE 4-matic;3;2932;09;1986;06;1993;09/1986;06/1993;132;180;Break;Traction intégrale;Essence;M 103.985;6;2
489;MERCEDES-BENZ;74;KOMBI Break;24;300 TE;3;2932;01;1986;08;1992;01/1986;08/1992;132;180;Break;Propulsion;Essence;M 103.983;6;2
490;MERCEDES-BENZ;74;KOMBI Break;24;300 TE;3;2932;01;1986;12;1989;01/1986;12/1989;138;188;Break;Propulsion;Essence;M 103.983;6;2
491;MERCEDES-BENZ;74;KOMBI Break;24;300 TE 4-matic;3;2932;09;1986;12;1989;09/1986;12/1989;138;188;Break;Traction intégrale;Essence;M 103.983;6;2
492;MERCEDES-BENZ;74;KOMBI Break;24;200 T D;2;1983;09;1985;08;1991;09/1985;08/1991;53;72;Break;Propulsion;Diesel;OM 601.912;4;2
493;MERCEDES-BENZ;74;KOMBI Break;24;200 T D;2;1983;09;1988;08;1991;09/1988;08/1991;55;75;Break;Propulsion;Diesel;OM 601.912;4;2
494;MERCEDES-BENZ;74;KOMBI Break;24;250 T D;2.5;2479;09;1985;06;1993;09/1985;06/1993;66;90;Break;Propulsion;Diesel;OM 602.912;5;2
495;MERCEDES-BENZ;74;KOMBI Break;24;250 T D;2.5;2479;01;1989;06;1993;01/1989;06/1993;69;94;Break;Propulsion;Diesel;OM 602.912;5;2
496;MERCEDES-BENZ;74;KOMBI Break;24;300 T D;3;2975;09;1986;06;1993;09/1986;06/1993;80;109;Break;Propulsion;Diesel;OM 603.912;6;2
497;MERCEDES-BENZ;74;KOMBI Break;24;300 T D;3;2975;01;1989;06;1993;01/1989;06/1993;81;110;Break;Propulsion;Diesel;OM 603.912;6;2
498;MERCEDES-BENZ;74;KOMBI Break;24;300 T D;3;2975;01;1989;06;1993;01/1989;06/1993;83;113;Break;Propulsion;Diesel;OM 603.912;6;2
499;MERCEDES-BENZ;74;CLASSE E Break;118;E 300 TD;3;2996;06;1993;06;1996;06/1993;06/1996;100;136;Break;Propulsion;Diesel;OM 606.910;6;4
